,timestamp,symbol,open,high,low,close,previous_close,volume,turnover
0,2019-01-01,ADANIENT,160.9,162.35,155.45,157.25,161.0,4726656,746902542.0
1,2019-01-01,ADANIPORTS,386.3,390.9,384.05,389.0,387.7,1233249,476637886.8
2,2019-01-01,APOLLOHOSP,1253.0,1271.0,1250.0,1266.4,1258.3,292677,370141627.15
3,2019-01-01,ASIANPAINT,1373.2,1379.7,1358.6,1371.55,1373.05,664707,909770803.85
4,2019-01-01,AXISBANK,621.9,630.2,621.9,627.3,619.9,12179223,7609460130.1
5,2019-01-01,BAJAJ-AUTO,2735.0,2743.4,2705.0,2726.65,2720.15,304150,829039311.3
6,2019-01-01,BAJAJFINSV,6515.0,6530.0,6418.0,6521.95,6476.95,141821,918701513.5
7,2019-01-01,BAJFINANCE,2645.0,2664.0,2612.1,2656.85,2645.15,917872,2421210677.8
8,2019-01-01,BEL,88.4,88.75,87.1,87.45,87.95,3492676,306505411.55
9,2019-01-01,BHARTIARTL,315.95,322.0,313.3,319.5,312.5,5513123,1744358710.55
10,2019-01-01,CIPLA,520.0,524.0,518.65,523.05,519.5,1361809,710897917.95
11,2019-01-01,COALINDIA,241.0,242.45,240.25,241.5,240.75,2227003,536938814.65
12,2019-01-01,DRREDDY,2618.1,2634.0,2600.0,2607.05,2616.5,338757,886095302.3
13,2019-01-01,EICHERMOT,23162.25,23293.0,22905.0,23195.1,23158.35,44434,1026933868.45
14,2019-01-01,GRASIM,827.5,834.75,823.5,833.5,825.6,463290,385024117.65
15,2019-01-01,HCLTECH,962.0,965.0,952.85,959.85,964.35,358734,344267067.55
16,2019-01-01,HDFCBANK,2127.65,2151.0,2105.6,2148.1,2121.7,1593360,3396043277.4
17,2019-01-01,HDFCLIFE,387.8,388.9,385.1,386.4,387.15,244225,94427858.5
18,2019-01-01,HINDALCO,225.5,225.75,221.6,222.75,226.2,5015702,1118306239.55
19,2019-01-01,HINDUNILVR,1824.8,1824.8,1798.35,1801.1,1819.65,807345,1456911127.7
20,2019-01-01,ICICIBANK,361.5,364.8,356.4,363.75,360.15,7759872,2796307882.85
21,2019-01-01,INDIGO,1174.95,1183.2,1160.15,1165.6,1165.05,765951,899748938.5
22,2019-01-01,INFY,660.95,666.3,654.15,665.05,658.95,2943390,1944579422.55
23,2019-01-01,ITC,282.2,283.55,279.8,282.7,281.65,2490548,700866321.65
24,2019-01-01,JSWSTEEL,308.9,308.9,302.5,303.95,306.75,3622654,1102380158.65
25,2019-01-01,KOTAKBANK,1254.0,1256.0,1242.25,1250.45,1256.5,1202580,1503135301.95
26,2019-01-01,LT,1445.0,1445.0,1425.2,1441.9,1437.55,786846,1130630486.2
27,2019-01-01,M&M,805.0,805.85,771.3,773.35,803.85,3442903,2684066367.55
28,2019-01-01,MARUTI,7449.75,7494.0,7395.0,7476.8,7465.5,625360,4655079100.35
29,2019-01-01,NESTLEIND,11150.0,11170.4,10989.95,11015.05,11084.85,31709,350488882.35
30,2019-01-01,NTPC,148.95,149.6,146.4,148.7,149.05,3342569,494300682.7
31,2019-01-01,ONGC,150.0,150.1,148.0,148.5,149.9,4496586,669798287.6
32,2019-01-01,POWERGRID,197.45,200.5,196.1,200.0,198.65,2228415,441470939.05
33,2019-01-01,RELIANCE,1125.25,1127.3,1110.1,1121.0,1121.25,4455850,4986129073.4
34,2019-01-01,SBILIFE,595.25,601.8,592.2,598.85,597.85,40902,24464011.8
35,2019-01-01,SBIN,297.5,300.7,293.85,299.6,295.9,11837127,3512877020.1
36,2019-01-01,SUNPHARMA,432.5,438.8,429.65,433.55,430.5,8487116,3691997044.25
37,2019-01-01,TATASTEEL,524.0,524.5,513.55,515.75,521.05,4128173,2132591489.6
38,2019-01-01,TCS,1896.0,1910.0,1885.0,1902.8,1893.05,1094883,2080034193.5
39,2019-01-01,TECHM,715.0,721.45,715.0,719.1,723.15,815535,585786790.0
40,2019-01-01,TITAN,931.75,934.2,923.0,928.0,931.0,2064502,1916942769.05
41,2019-01-01,TRENT,362.3,365.65,357.35,361.95,362.3,75100,27068888.65
42,2019-01-01,ULTRACEMCO,4000.0,4014.35,3966.25,4009.2,3990.95,92921,371316926.2
43,2019-01-01,WIPRO,330.75,332.75,325.4,326.65,330.85,1513704,496603239.2
