,timestamp,symbol,open,high,low,close,previous_close,volume,turnover
0,2016-01-01,ADANIENT,83.6,90.7,82.35,90.1,83.4,5974246,521847799.4
1,2016-01-01,ADANIPORTS,261.0,268.3,260.1,267.55,260.9,1347893,357447797.4
2,2016-01-01,APOLLOHOSP,1458.5,1480.0,1449.0,1460.8,1466.45,107024,157143934.8
3,2016-01-01,ASIANPAINT,882.0,885.6,876.9,878.75,883.55,294006,258901853.25
4,2016-01-01,AXISBANK,449.75,452.9,445.55,449.9,449.1,3345654,1504732650.95
5,2016-01-01,BAJAJ-AUTO,2530.1,2530.1,2511.0,2518.0,2532.0,70853,178474762.1
6,2016-01-01,BAJAJFINSV,1990.0,2012.0,1964.95,1983.8,1987.9,44488,88521288.05
7,2016-01-01,BAJFINANCE,6016.1,6118.75,6000.0,6095.85,6009.95,30394,184442385.75
8,2016-01-01,BEL,1377.0,1379.85,1361.7,1375.75,1371.1,231288,317374808.55
9,2016-01-01,BHARTIARTL,339.95,344.0,337.65,340.5,340.4,1250268,426436931.25
10,2016-01-01,CIPLA,653.2,658.45,648.5,655.35,649.75,556012,364088638.75
11,2016-01-01,COALINDIA,330.0,335.0,325.3,334.05,329.8,1001091,332526487.65
12,2016-01-01,DRREDDY,3118.8,3123.0,3090.0,3108.6,3108.6,171860,534501590.75
13,2016-01-01,EICHERMOT,16879.0,17689.6,16772.7,17370.85,16855.55,59966,1038071637.0
14,2016-01-01,GRASIM,3743.2,3790.1,3735.0,3767.75,3754.85,23045,86764768.45
15,2016-01-01,HCLTECH,855.1,855.1,843.5,845.85,855.1,485196,410880355.7
16,2016-01-01,HDFCBANK,1082.4,1090.25,1076.15,1088.75,1082.15,798769,867817021.4
17,2016-01-01,HINDALCO,84.7,85.25,84.0,84.9,84.75,2806421,237716374.1
18,2016-01-01,HINDUNILVR,860.0,862.0,853.5,856.55,862.75,230366,197630437.6
19,2016-01-01,ICICIBANK,261.3,263.6,258.0,263.0,261.35,5452815,1424921686.4
20,2016-01-01,INDIGO,1244.0,1394.85,1243.05,1343.45,1234.9,4914713,6575163670.1
21,2016-01-01,INFY,1100.0,1108.95,1093.2,1105.25,1105.4,903275,996433258.65
22,2016-01-01,ITC,327.6,329.0,325.65,327.5,327.8,986305,322867435.0
23,2016-01-01,JSWSTEEL,1028.9,1036.8,1020.5,1027.0,1032.2,450719,463083631.15
24,2016-01-01,KOTAKBANK,720.0,729.85,711.25,727.25,720.05,622438,449286067.8
25,2016-01-01,LT,1279.0,1291.0,1272.55,1289.2,1275.45,751822,966079820.8
26,2016-01-01,M&M,1271.95,1279.45,1260.0,1265.35,1272.35,243409,309593276.15
27,2016-01-01,MARUTI,4621.0,4668.0,4602.35,4638.5,4621.95,243597,1130370615.95
28,2016-01-01,NESTLEIND,5820.05,5850.0,5775.0,5785.15,5828.0,12085,70187977.8
29,2016-01-01,NTPC,146.3,146.3,144.1,144.5,146.25,906633,131289033.2
30,2016-01-01,ONGC,239.9,243.4,238.1,242.5,241.75,1847985,446081747.0
31,2016-01-01,POWERGRID,141.4,141.85,140.75,141.0,141.15,1816777,256285255.2
32,2016-01-01,RELIANCE,1009.8,1018.9,1008.2,1015.35,1014.6,1238135,1257352825.3
33,2016-01-01,SBIN,225.0,228.9,224.5,227.8,224.45,6449426,1463600672.45
34,2016-01-01,SUNPHARMA,810.05,817.9,806.2,815.55,820.15,986728,802531605.6
35,2016-01-01,TATASTEEL,259.0,259.9,253.4,257.4,259.8,3151567,808438863.35
36,2016-01-01,TCS,2439.0,2439.0,2412.25,2416.4,2436.85,356131,863164899.2
37,2016-01-01,TECHM,524.9,524.9,518.5,520.05,521.65,312042,162627671.95
38,2016-01-01,TITAN,347.15,353.8,346.5,352.05,347.15,452823,159087174.65
39,2016-01-01,TRENT,1775.0,1775.6,1735.05,1753.1,1750.15,6896,12120291.05
40,2016-01-01,ULTRACEMCO,2774.0,2827.15,2768.0,2824.0,2780.55,85696,240811069.55
41,2016-01-01,WIPRO,559.8,559.8,554.1,556.45,559.9,593536,329889524.3
42,2016-01-04,ADANIENT,89.5,92.05,84.25,85.1,90.1,5126957,451084026.6
43,2016-01-04,ADANIPORTS,264.45,266.5,257.0,257.95,267.55,2536252,664887894.05
44,2016-01-04,APOLLOHOSP,1450.4,1470.0,1445.0,1450.1,1460.8,121226,176836721.55
45,2016-01-04,ASIANPAINT,876.2,892.45,871.7,880.8,878.75,709103,625403993.1
46,2016-01-04,AXISBANK,448.9,448.9,436.15,438.4,449.9,5862854,2585045452.8
47,2016-01-04,BAJAJ-AUTO,2490.0,2547.6,2475.45,2483.35,2518.0,190056,477905816.5
48,2016-01-04,BAJAJFINSV,1984.0,1989.95,1953.0,1959.5,1983.8,16633,32703702.25
49,2016-01-04,BAJFINANCE,6099.0,6099.0,5995.45,6052.45,6095.85,40720,246285288.3
50,2016-01-04,BEL,1371.85,1416.85,1365.0,1370.05,1375.75,437703,606959607.85
51,2016-01-04,BHARTIARTL,338.0,338.95,321.0,326.8,340.5,3152751,1035909409.55
52,2016-01-04,CIPLA,652.05,653.8,639.4,645.65,655.35,631534,407691014.2
53,2016-01-04,COALINDIA,332.95,337.1,327.5,330.2,334.05,1402242,464696169.6
54,2016-01-04,DRREDDY,3105.0,3120.0,3042.55,3056.0,3108.6,333993,1028190850.65
55,2016-01-04,EICHERMOT,17519.95,17974.9,17440.05,17495.3,17370.85,91743,1624494884.65
56,2016-01-04,GRASIM,3760.05,3783.0,3633.1,3657.25,3767.75,66212,244831501.2
57,2016-01-04,HCLTECH,841.0,854.95,837.45,845.95,845.85,1086036,915919738.5
58,2016-01-04,HDFCBANK,1084.0,1084.0,1068.1,1070.5,1088.75,1296884,1391887351.0
59,2016-01-04,HINDALCO,84.2,85.9,80.4,80.75,84.9,8706224,723761947.3
60,2016-01-04,HINDUNILVR,856.55,868.7,851.15,859.0,856.55,828876,712201953.55
61,2016-01-04,ICICIBANK,261.0,261.35,254.65,255.55,263.0,8577993,2202167040.45
62,2016-01-04,INDIGO,1327.0,1371.75,1251.0,1262.1,1343.45,2601131,3401590107.2
63,2016-01-04,INFY,1099.95,1102.45,1076.05,1078.9,1105.25,1987681,2162230783.75
64,2016-01-04,ITC,325.5,326.1,321.55,325.1,327.5,3937630,1276748713.9
65,2016-01-04,JSWSTEEL,1023.0,1061.0,1018.3,1044.7,1027.0,1212775,1266131078.75
66,2016-01-04,KOTAKBANK,727.0,727.0,703.85,705.3,727.25,1222447,868245956.6
67,2016-01-04,LT,1286.0,1289.95,1253.3,1255.95,1289.2,1844842,2336746441.7
68,2016-01-04,M&M,1263.0,1263.0,1239.7,1242.5,1265.35,363684,453600052.75
69,2016-01-04,MARUTI,4635.0,4657.0,4571.75,4580.65,4638.5,405501,1867428618.25
70,2016-01-04,NESTLEIND,5814.0,5827.0,5652.0,5669.8,5785.15,35426,202793418.35
71,2016-01-04,NTPC,143.25,147.0,142.85,143.3,144.5,1383462,200090178.75
72,2016-01-04,ONGC,241.0,244.8,235.65,238.05,242.5,2083421,501228858.95
73,2016-01-04,POWERGRID,140.5,144.35,139.9,140.95,141.0,3830547,543939377.3
74,2016-01-04,RELIANCE,1005.0,1013.8,986.7,995.3,1015.35,6896571,6889070474.95
75,2016-01-04,SBIN,226.95,226.95,220.05,220.7,227.8,14092071,3139744222.2
76,2016-01-04,SUNPHARMA,813.9,821.3,795.1,799.1,815.55,2388588,1920584470.65
77,2016-01-04,TATASTEEL,255.0,263.2,253.1,256.9,257.4,6981400,1801707718.45
78,2016-01-04,TCS,2410.15,2414.0,2366.05,2369.6,2416.4,935092,2227161314.65
79,2016-01-04,TECHM,520.05,521.3,505.0,516.4,520.05,2684305,1380295306.15
80,2016-01-04,TITAN,350.0,353.5,347.85,351.4,352.05,687951,241875631.95
81,2016-01-04,TRENT,1768.0,1768.0,1683.05,1708.25,1753.1,10739,18364419.9
82,2016-01-04,ULTRACEMCO,2810.1,2828.85,2730.0,2749.15,2824.0,461333,1271512394.8
83,2016-01-04,WIPRO,557.0,560.0,556.0,557.7,556.45,643432,358941795.7
84,2016-01-05,ADANIENT,85.65,89.6,84.2,88.6,85.1,5341021,465660134.95
85,2016-01-05,ADANIPORTS,259.2,260.3,254.25,255.7,257.95,2815055,722962952.1
86,2016-01-05,APOLLOHOSP,1451.0,1497.7,1432.4,1468.5,1450.1,667535,974547194.7
87,2016-01-05,ASIANPAINT,881.3,905.0,881.3,900.65,880.8,1372748,1233761180.85
88,2016-01-05,AXISBANK,439.9,439.9,433.6,436.45,438.4,5579449,2436336874.2
89,2016-01-05,BAJAJ-AUTO,2500.0,2523.35,2491.45,2502.35,2483.35,192154,481580116.35
90,2016-01-05,BAJAJFINSV,1965.85,1979.95,1935.1,1946.0,1959.5,28971,56519266.35
91,2016-01-05,BAJFINANCE,6075.0,6098.85,5980.0,5997.85,6052.45,51120,307059176.55
92,2016-01-05,BEL,1379.0,1392.0,1359.0,1366.15,1370.05,264812,363544030.35
93,2016-01-05,BHARTIARTL,327.0,328.75,321.0,323.45,326.8,2118958,685694867.45
94,2016-01-05,CIPLA,646.2,649.95,638.05,640.85,645.65,642269,414014184.85
95,2016-01-05,COALINDIA,332.9,332.9,324.3,325.8,330.2,3789711,1237535799.2
96,2016-01-05,DRREDDY,3065.0,3085.4,3060.0,3070.65,3056.0,301505,926644923.0
97,2016-01-05,EICHERMOT,17575.0,17771.15,17110.9,17159.9,17495.3,56349,976225330.45
98,2016-01-05,GRASIM,3662.5,3691.7,3626.5,3659.1,3657.25,33048,121072823.05
99,2016-01-05,HCLTECH,848.95,851.05,836.4,842.8,845.95,732691,617257642.15
100,2016-01-05,HDFCBANK,1070.2,1074.8,1061.35,1062.4,1070.5,790218,842460349.8
101,2016-01-05,HINDALCO,82.0,83.95,80.6,82.6,80.75,9819068,808106471.25
102,2016-01-05,HINDUNILVR,857.3,859.05,845.5,847.95,859.0,1118709,949591550.3
103,2016-01-05,ICICIBANK,256.25,257.5,251.7,256.7,255.55,8151798,2079171573.75
104,2016-01-05,INDIGO,1270.1,1286.9,1233.4,1252.95,1262.1,1794052,2255840347.65
105,2016-01-05,INFY,1085.5,1085.5,1062.25,1074.05,1078.9,2474893,2655975460.75
106,2016-01-05,ITC,325.1,326.4,324.05,324.85,325.1,3877655,1260569557.35
107,2016-01-05,JSWSTEEL,1056.1,1091.35,1052.25,1083.1,1044.7,1420518,1524646469.3
108,2016-01-05,KOTAKBANK,708.1,712.8,705.0,707.75,705.3,689842,489377720.95
109,2016-01-05,LT,1262.8,1269.0,1252.5,1256.9,1255.95,1646756,2075083024.65
110,2016-01-05,M&M,1246.0,1271.9,1239.7,1249.2,1242.5,733033,919518012.9
111,2016-01-05,MARUTI,4599.95,4600.75,4557.25,4566.95,4580.65,509285,2330679393.65
112,2016-01-05,NESTLEIND,5739.0,5739.0,5650.0,5662.4,5669.8,27112,153616462.25
113,2016-01-05,NTPC,144.7,145.65,142.0,142.25,143.3,1819511,261004221.35
114,2016-01-05,ONGC,240.0,244.25,239.05,241.85,238.05,2430875,587576793.05
115,2016-01-05,POWERGRID,141.05,141.95,138.2,139.15,140.95,2395719,334236780.0
116,2016-01-05,RELIANCE,1000.3,1010.0,997.0,1005.15,995.3,3416459,3428125271.0
117,2016-01-05,SBIN,222.8,222.8,217.0,217.75,220.7,15074848,3308362092.0
118,2016-01-05,SUNPHARMA,807.0,807.0,792.05,800.5,799.1,1632394,1306676322.85
119,2016-01-05,TATASTEEL,257.55,276.4,257.55,274.3,256.9,15008921,4053014352.85
120,2016-01-05,TCS,2385.0,2386.6,2341.0,2348.95,2369.6,1339010,3151408770.3
121,2016-01-05,TECHM,516.95,523.3,516.6,521.9,516.4,1707124,888858303.55
122,2016-01-05,TITAN,351.9,355.0,345.8,347.7,351.4,1494306,520215746.8
123,2016-01-05,TRENT,1709.0,1710.0,1670.1,1681.7,1708.25,5760,9741196.5
124,2016-01-05,ULTRACEMCO,2768.0,2775.0,2715.0,2733.05,2749.15,333346,911238611.8
125,2016-01-05,WIPRO,562.0,565.0,554.25,556.9,557.7,878912,489169437.6
126,2016-01-06,ADANIENT,88.0,88.95,85.3,86.25,88.6,3865229,336231702.0
127,2016-01-06,ADANIPORTS,253.0,257.3,250.55,251.8,255.7,2029467,515172957.95
128,2016-01-06,APOLLOHOSP,1455.0,1480.0,1445.1,1455.35,1468.5,233987,341277277.7
129,2016-01-06,ASIANPAINT,904.5,911.9,884.0,886.4,900.65,1716479,1539872722.9
130,2016-01-06,AXISBANK,439.3,439.3,430.0,430.7,436.45,5756267,2502549879.7
131,2016-01-06,BAJAJ-AUTO,2492.2,2514.15,2473.5,2485.5,2502.35,222912,555933426.1
132,2016-01-06,BAJAJFINSV,1947.95,1955.0,1931.0,1938.55,1946.0,18352,35659988.15
133,2016-01-06,BAJFINANCE,5996.9,6180.0,5951.0,6107.25,5997.85,34601,210526642.9
134,2016-01-06,BEL,1365.0,1380.0,1343.0,1353.4,1366.15,179314,244125369.2
135,2016-01-06,BHARTIARTL,325.9,332.5,319.65,322.2,323.45,2414140,789629792.25
136,2016-01-06,CIPLA,639.7,655.95,638.7,652.1,640.85,1234096,801005000.3
137,2016-01-06,COALINDIA,325.2,331.0,324.5,327.9,325.8,3950971,1291753158.4
138,2016-01-06,DRREDDY,3073.95,3092.0,3034.8,3046.25,3070.65,266798,818096040.85
139,2016-01-06,EICHERMOT,17287.0,17614.95,17220.0,17525.05,17159.9,48794,850265953.7
140,2016-01-06,GRASIM,3659.0,3687.0,3602.65,3652.4,3659.1,51689,188483571.95
141,2016-01-06,HCLTECH,853.7,853.7,837.0,841.4,842.8,1398935,1179563878.65
142,2016-01-06,HDFCBANK,1056.65,1076.75,1056.65,1067.1,1062.4,1041384,1113135705.65
143,2016-01-06,HINDALCO,82.4,82.85,79.7,80.55,82.6,6494446,527205272.9
144,2016-01-06,HINDUNILVR,850.0,850.0,840.95,843.05,847.95,2135092,1803252781.05
145,2016-01-06,ICICIBANK,255.4,256.75,249.2,250.1,256.7,15832892,3996940702.15
146,2016-01-06,INDIGO,1258.5,1281.8,1230.0,1235.4,1252.95,1324225,1663783924.6
147,2016-01-06,INFY,1074.65,1074.65,1058.9,1069.35,1074.05,2794164,2982910237.8
148,2016-01-06,ITC,327.0,327.0,314.55,315.1,324.85,10156320,3221122655.75
149,2016-01-06,JSWSTEEL,1083.0,1097.0,1052.0,1058.2,1083.1,801545,863689203.55
150,2016-01-06,KOTAKBANK,704.0,711.0,697.0,703.6,707.75,601664,424139433.55
151,2016-01-06,LT,1259.0,1259.8,1235.0,1236.85,1256.9,1819090,2271028561.25
152,2016-01-06,M&M,1240.1,1248.2,1220.0,1226.15,1249.2,589075,727791680.8
153,2016-01-06,MARUTI,4592.0,4593.0,4468.0,4480.8,4566.95,593742,2689389650.0
154,2016-01-06,NESTLEIND,5666.1,5729.55,5655.0,5719.5,5662.4,55372,315928248.75
155,2016-01-06,NTPC,142.0,142.9,140.05,141.45,142.25,2129651,301589841.0
156,2016-01-06,ONGC,242.0,242.3,234.65,237.55,241.85,2004807,479783775.25
157,2016-01-06,POWERGRID,138.6,139.95,138.0,139.5,139.15,2992585,416445220.55
158,2016-01-06,RELIANCE,1007.6,1038.4,1000.4,1032.2,1005.15,6116855,6289073420.75
159,2016-01-06,SBIN,217.9,219.9,216.4,216.85,217.75,11921123,2598851529.8
160,2016-01-06,SUNPHARMA,805.0,805.8,790.75,791.95,800.5,2168214,1725306580.0
161,2016-01-06,TATASTEEL,272.8,274.6,266.0,268.75,274.3,7454725,2014228010.55
162,2016-01-06,TCS,2350.2,2386.15,2350.2,2381.6,2348.95,1326614,3149626909.4
163,2016-01-06,TECHM,522.0,527.0,520.8,525.1,521.9,1456740,763885090.45
164,2016-01-06,TITAN,347.7,350.9,343.2,347.85,347.7,1000140,347324378.45
165,2016-01-06,TRENT,1681.05,1681.1,1632.35,1653.05,1681.7,65767,110111746.1
166,2016-01-06,ULTRACEMCO,2733.0,2750.0,2721.5,2735.3,2733.05,448118,1225521863.05
167,2016-01-06,WIPRO,557.0,559.8,553.0,555.1,556.9,1148164,638817218.4
168,2016-01-07,ADANIENT,84.9,84.9,78.0,79.95,86.25,4859987,396504838.2
169,2016-01-07,ADANIPORTS,245.65,247.5,241.5,245.0,251.8,4244402,1039233352.0
170,2016-01-07,APOLLOHOSP,1431.0,1450.0,1380.2,1396.65,1455.35,184861,263797911.0
171,2016-01-07,ASIANPAINT,883.0,891.55,869.0,872.35,886.4,990333,869897649.9
172,2016-01-07,AXISBANK,425.0,425.15,407.0,409.25,430.7,13787371,5716869070.85
173,2016-01-07,BAJAJ-AUTO,2475.0,2485.0,2406.85,2419.25,2485.5,221180,541861905.2
174,2016-01-07,BAJAJFINSV,1946.0,1946.0,1905.0,1927.05,1938.55,31399,60420731.5
175,2016-01-07,BAJFINANCE,6099.8,6189.9,6030.2,6106.3,6107.25,78229,478421684.25
176,2016-01-07,BEL,1353.0,1353.0,1284.85,1293.8,1353.4,425241,557369354.35
177,2016-01-07,BHARTIARTL,320.9,325.8,316.6,322.35,322.2,2825774,908517294.9
178,2016-01-07,CIPLA,648.0,650.0,629.0,637.45,652.1,732335,471122397.5
179,2016-01-07,COALINDIA,326.8,329.75,324.25,326.4,327.9,2845034,930248587.75
180,2016-01-07,DRREDDY,3021.0,3021.0,2970.0,2991.8,3046.25,483903,1446662461.8
181,2016-01-07,EICHERMOT,17390.0,17448.35,16919.5,17035.65,17525.05,49624,852363124.6
182,2016-01-07,GRASIM,3631.0,3649.95,3540.0,3557.2,3652.4,83869,300111329.4
183,2016-01-07,HCLTECH,836.1,837.9,819.0,825.05,841.4,1450657,1200371675.3
184,2016-01-07,HDFCBANK,1060.1,1064.9,1049.7,1056.2,1067.1,1513857,1601665276.75
185,2016-01-07,HINDALCO,79.0,79.4,76.1,76.65,80.55,8098318,627784098.1
186,2016-01-07,HINDUNILVR,840.0,840.95,817.5,820.25,843.05,1353969,1114698168.7
187,2016-01-07,ICICIBANK,246.4,247.7,243.1,246.75,250.1,16582466,4066715147.05
188,2016-01-07,INDIGO,1231.95,1280.0,1195.0,1250.55,1235.4,2676791,3343813353.6
189,2016-01-07,INFY,1060.05,1067.9,1047.9,1050.8,1069.35,2647044,2799255720.4
190,2016-01-07,ITC,313.8,313.8,308.65,309.6,315.1,7872807,2443944377.25
191,2016-01-07,JSWSTEEL,1035.25,1046.0,1022.55,1026.35,1058.2,530463,548309500.05
192,2016-01-07,KOTAKBANK,697.5,703.0,689.15,691.65,703.6,632696,440130082.05
193,2016-01-07,LT,1228.15,1228.35,1200.0,1206.4,1236.85,3126507,3775181638.2
194,2016-01-07,M&M,1219.0,1219.05,1175.0,1197.45,1226.15,977377,1166088995.4
195,2016-01-07,MARUTI,4449.7,4449.7,4251.85,4267.9,4480.8,1200069,5160918392.35
196,2016-01-07,NESTLEIND,5729.95,5729.95,5621.4,5638.95,5719.5,22220,125873922.75
197,2016-01-07,NTPC,140.9,140.9,137.05,137.85,141.45,3664338,507879072.0
198,2016-01-07,ONGC,231.0,233.9,224.05,226.6,237.55,5072924,1149723539.05
199,2016-01-07,POWERGRID,139.5,141.75,137.5,138.1,139.5,3817884,531593427.55
200,2016-01-07,RELIANCE,1021.05,1028.0,1008.05,1013.25,1032.2,4512219,4587700424.7
201,2016-01-07,SBIN,214.0,214.1,209.0,209.55,216.85,14342279,3023488397.7
202,2016-01-07,SUNPHARMA,788.0,799.0,778.65,783.8,791.95,2082334,1635706640.75
203,2016-01-07,TATASTEEL,263.0,263.3,248.2,249.9,268.75,9503720,2424659625.55
204,2016-01-07,TCS,2370.0,2382.9,2360.0,2371.25,2381.6,1599790,3787836766.95
205,2016-01-07,TECHM,521.1,522.45,504.0,510.8,525.1,2014798,1034672332.15
206,2016-01-07,TITAN,346.7,347.7,336.55,344.05,347.85,1423390,487610866.1
207,2016-01-07,TRENT,1640.0,1656.8,1613.0,1626.35,1653.05,9532,15509639.4
208,2016-01-07,ULTRACEMCO,2700.0,2714.05,2651.35,2667.7,2735.3,498597,1331487278.65
209,2016-01-07,WIPRO,553.0,557.45,547.1,549.85,555.1,2094055,1156478476.15
